"id","cate_id","food_name","alias_name","english_name","edible_part","water","energy","protein","fat","cholesterol","ash","carbohydrate","dietary_fiber","carotene","vitamin_a","vitamin_e","thiamin","riboflavin","niacin","vitamin_c","calcium","phosphorus","potassium","sodium","magnesium","iron","zinc","selenium","copper","manganese","iodine","sfa","mufa","pufa","fatty_acids_total"
"1345","127","粟米脆","","","100%","1.4g","2322kJ","5.6g","34.7g","—","1.8g","56.5g","2.00g","—","0.0μg","—","0.05mg","0.04mg","—","—","168mg","46mg","53mg","465.2mg","9mg","0.9mg","0.10mg","1.10μg","0.10mg","0.23mg","—","45.3%","39.7%","14.9%","99.9%"
"1346","127","通心脆","","","100%","2.5g","2138kJ","3.1g","29.6g","—","3.2g","61.6g","6.30g","—","0.0μg","—","0.04mg","0.04mg","2.12mg","—","10mg","168mg","364mg","96.7mg","21mg","0.8mg","0.41mg","0.90μg","0.08mg","0.08mg","—","60.2%","35.9%","3.6%","99.8%"
"1347","127","洋葱圈","","","100%","3.8g","2010kJ","4.3g","21.3g","—","2.1g","68.5g","1.80g","—","Tr","—","0.31mg","0.04mg","0.64mg","—","131mg","70mg","125mg","519.0mg","18mg","2.4mg","0.42mg","2.30μg","0.22mg","0.42mg","2.5μg","59.8%","35.6%","4.8%","100.2%"
"1348","127","虾片","","","100%","2.3g","2245kJ","5.3g","30.9g","—","2.0g","59.5g","","0.0μg","0.0μg","—","0.01mg","0.00mg","0.40mg","0.0mg","47mg","60mg","96mg","407.0mg","—","0.5mg","—","—","—","—","—","—","—","—","—"
"1349","127","锅巴(豆香)","","","100%","0.9g","2235kJ","7.6g","30.6g","—","1.7g","59.2g","3.60g","—","107.0μg","5.26mg","0.03mg","0.04mg","—","—","13mg","84mg","264mg","239.3mg","22mg","2.7mg","0.97mg","1.60μg","0.20mg","0.42mg","14.8μg","48.4%","41.2%","10.3%","99.9%"
"1350","127","锅巴(小米)","","","100%","0.9g","2350kJ","6.0g","36.9g","—","1.6g","54.6g","5.10g","—","114.0μg","5.05mg","0.11mg","0.05mg","0.81mg","—","14mg","127mg","211mg","486.6mg","47mg","4.5mg","1.37mg","0.50μg","0.26mg","0.47mg","16.2μg","48.4%","26.9%","24.7%","100.0%"
"1351","127","海苔","","","100%","5.0g","1117kJ","29.4g","4.8g","56mg","10.4g","50.4g","46.40g","9573.0μg","0.0μg","1.30mg","0.24mg","0.93mg","5.98mg","186.0mg","336mg","520mg","1774mg","1599.1mg","265mg","14.3mg","4.11mg","30.50μg","1.01mg","2.39mg","289.6μg","100.8%","Tr","Tr","100.8%"
"1352","127","香菇片","","","100%","9.5g","1492kJ","9.9g","12.4g","—","6.3g","61.9g","20.80g","—","0.0μg","—","0.54mg","0.24mg","—","2.0mg","12mg","98mg","304mg","2349.8mg","21mg","12.5mg","1.97mg","6.80μg","0.20mg","0.34mg","39.0μg","45.1%","39.8%","15.0%","99.9%"
"1353","127","薯片(烧烤味)","","","100%","1.9g","2317kJ","7.5g","37.6g","—","3.8g","49.2g","4.20g","—","Tr","—","0.17mg","0.06mg","2.76mg","—","22mg","107mg","1082mg","508.6mg","55mg","1.8mg","0.93mg","2.70μg","0.15mg","0.11mg","—","44.7%","41.4%","13.7%","99.9%"
"1354","127","薯片(香辣味)","","","100%","2.1g","2350kJ","7.4g","40.0g","—","3.9g","46.6g","5.30g","—","Tr","4.96mg","0.31mg","0.05mg","2.71mg","—","11mg","129mg","1464mg","366.4mg","68mg","3.0mg","1.74mg","0.80μg","0.55mg","0.41mg","9.3μg","53.5%","39.8%","6.4%","99.8%"
"1355","127","薯圈","","","100%","2.2g","2432kJ","1.3g","42.6g","—","2.2g","51.7g","5.00g","—","—","—","—","0.02mg","0.88mg","—","6mg","23mg","178mg","701.6mg","7mg","2.2mg","0.17mg","3.00μg","0.07mg","0.62mg","—","58.3%","36.3%","4.9%","99.7%"
"1356","127","怪味胡豆","","","100%","2.5g","1767kJ","12.6g","12.1g","—","3.2g","69.6g","8.70g","—","0.0μg","—","0.08mg","0.19mg","1.73mg","—","61mg","197mg","524mg","1102.1mg","35mg","6.7mg","1.01mg","14.80μg","0.48mg","0.83mg","25.3μg","45.0%","41.3%","12.9%","99.3%"
"1357","127","奶油五香豆","","","100%","11.1g","1169kJ","26.2g","2.0g","—","6.7g","54.0g","29.80g","—","—","—","0.44mg","0.20mg","1.02mg","—","74mg","563mg","1054mg","1577.0mg","139mg","4.2mg","1.77mg","1.30μg","1.21mg","0.35mg","—","—","—","—","—"
"1358","127","夹心米果","","","100%","1.8g","2480kJ","5.0g","41.9g","2mg","0.9g","50.4g","1.40g","—","46.0μg","8.69mg","0.03mg","0.16mg","0.64mg","—","100mg","151mg","217mg","79.0mg","26mg","0.6mg","0.82mg","2.80μg","0.15mg","0.29mg","12.9μg","59.9%","33.7%","6.4%","100.0%"
"1359","127","乐芙球","","","100%","2.0g","2455kJ","7.6g","45.0g","—","1.5g","43.9g","9.50g","—","—","—","0.04mg","0.31mg","Tr","—","52mg","108mg","188mg","276.3mg","12mg","2.1mg","0.86mg","6.80μg","0.12mg","0.23mg","—","46.3%","43.2%","10.7%","100.2%"
"1360","127","玉米花","","","100%","3.6g","1787kJ","10.8g","13.4g","—","1.8g","70.4g","9.90g","—","Tr","0.97mg","0.10mg","0.11mg","1.19mg","—","2mg","208mg","496mg","1.3mg","93mg","2.0mg","2.61mg","3.70μg","0.16mg","0.46mg","—","51.9%","36.7%","11.2%","99.8%"
"1361","127","果仁脆枣","","","100%","4.3g","2105kJ","13.0g","25.6g","—","2.0g","55.1g","","—","0.0μg","—","—","—","—","Tr","17mg","—","—","299.7mg","—","1.3mg","—","—","—","—","—","—","—","—","—"
"1362","127","空心脆枣","","","100%","1.9g","1661kJ","6.5g","1.2g","—","1.8g","88.6g","","—","0.0μg","—","—","—","—","Tr","25mg","—","—","816.6mg","—","1.8mg","—","—","—","—","—","—","—","—","—"
"1363","127","果冻(草莓水果冻)","","","100%","82.1g","302kJ","0.1g","0.2g","—","0.4g","17.2g","Tr","—","0.0μg","—","—","Tr","Tr","—","35mg","1mg","42mg","38.0mg","3mg","0.9mg","Tr","0.20μg","0.08mg","Tr","Tr","—","—","—","—"
"1364","127","果冻(蒟蒻冻)","","","100%","74.2g","431kJ","0.0g","Tr","—","0.2g","25.6g","0.50g","—","0.0μg","—","Tr","Tr","Tr","—","1mg","22mg","35mg","32.5mg","1mg","0.2mg","—","0.10μg","0.01mg","0.02mg","—","—","—","—","—"
"1365","127","果冻(蒟蒻椰果冻)","","","100%","72.0g","468kJ","0.0g","Tr","—","0.2g","27.8g","0.50g","—","0.0μg","—","Tr","Tr","Tr","—","1mg","23mg","54mg","37.2mg","1mg","0.2mg","—","0.10μg","Tr","0.02mg","—","—","—","—","—"
"1366","127","果冻(AD钙果冻)","","","100%","82.6g","297kJ","0.1g","0.4g","—","0.4g","16.5g","","—","0.0μg","—","Tr","Tr","Tr","—","6mg","1mg","72mg","49.6mg","2mg","0.9mg","0.01mg","0.20μg","0.04mg","0.09mg","Tr","—","—","—","—"
"1367","100","可口可乐","","","100%","89.1g","184kJ","0.1g","0.0g","0mg","0.1g","10.7g","0.00g","—","0.0μg","—","0.00mg","0.00mg","0.00mg","0.0mg","3mg","13mg","1mg","4.0mg","1mg","0.0mg","0.01mg","0.10μg","0.01mg","0.02mg","—","—","—","—","—"
"1368","101","菠萝汁饮料(大湖牌)","","","100%","90.9g","153kJ","0.3g","0.2g","—","0.3g","8.3g","0.10g","Tr","0.0μg","—","0.05mg","0.01mg","Tr","Tr","20mg","6mg","196mg","8.3mg","19mg","0.1mg","0.09mg","0.30μg","0.03mg","2.14mg","4.7μg","48.4%","Tr","51.4%","99.8%"
"1369","101","苹果汁饮料(光明牌)","","","100%","86.7g","229kJ","0.1g","0.3g","—","0.1g","12.8g","0.10g","—","0.0μg","—","Tr","Tr","0.03mg","Tr","2mg","2mg","93mg","4.2mg","4mg","0.0mg","0.03mg","Tr","0.00mg","0.02mg","—","—","—","—","—"
"1370","101","橙汁饮料(茹梦牌)","","","100%","88.5g","194kJ","0.3g","0.2g","—","0.2g","10.8g","0.20g","—","0.0μg","—","0.02mg","0.01mg","—","44.0mg","13mg","7mg","84mg","14.9mg","6mg","0.3mg","0.04mg","Tr","0.01mg","0.27mg","Tr","—","—","—","—"
"1371","101","橙汁饮料(汇源牌)","","","100%","88.2g","195kJ","0.5g","0.0g","—","0.3g","11.0g","","297.0μg","0.0μg","—","0.03mg","—","—","35.0mg","11mg","13mg","150mg","3.0mg","11mg","0.1mg","0.07mg","0.10μg","0.02mg","0.01mg","0.9μg","—","—","—","—"
"1372","101","山楂果肉饮料","","","100%","86.1g","232kJ","0.1g","0.2g","—","0.1g","13.5g","0.70g","—","0.0μg","—","Tr","0.01mg","—","33.0mg","11mg","3mg","31mg","2.7mg","4mg","0.1mg","0.03mg","Tr","0.03mg","0.02mg","—","—","—","—","—"
"1373","101","酸枣果汁饮料","","","100%","93.0g","116kJ","0.1g","0.0g","—","0.2g","6.7g","Tr","—","0.0μg","0.00mg","Tr","0.01mg","—","Tr","5mg","3mg","43mg","1.3mg","3mg","0.3mg","Tr","0.00μg","0.01mg","0.03mg","Tr","—","—","—","—"
"1374","101","西番莲汁饮料","","","100%","87.6g","211kJ","0.2g","0.1g","—","0.1g","12.0g","Tr","—","0.0μg","—","Tr","0.01mg","0.17mg","12.0mg","2mg","3mg","65mg","9.7mg","3mg","0.1mg","0.06mg","Tr","0.01mg","0.03mg","—","—","—","—","—"
"1375","101","西柚汁饮料","","","100%","91.4g","146kJ","0.6g","0.4g","—","0.3g","7.3g","0.30g","Tr","0.0μg","—","0.04mg","0.01mg","—","37.0mg","11mg","19mg","190mg","8.5mg","9mg","0.1mg","0.07mg","0.20μg","0.03mg","0.02mg","1.5μg","31.2%","14.6%","56.5%","102.3%"
"1376","101","椰子汁饮料","","","100%","90.2g","213kJ","0.7g","2.4g","—","0.1g","6.6g","","Tr","0.0μg","0.00mg","Tr","Tr","—","—","3mg","11mg","53mg","13.7mg","4mg","0.1mg","0.05mg","0.40μg","0.03mg","0.03mg","3.6μg","90.1%","8.7%","1.1%","99.9%"
"1377","101","杏仁椰汁饮料","","","100%","90.2g","167kJ","0.6g","0.1g","—","0.1g","9.0g","","3.0μg","0.0μg","—","0.01mg","0.01mg","0.05mg","—","3mg","10mg","—","—","3mg","0.1mg","0.07mg","—","0.03mg","0.03mg","—","—","—","—","—"
"1378","102","胡萝卜汁饮料","","","100%","93.4g","105kJ","0.1g","0.0g","—","0.2g","6.3g","0.40g","39.0μg","0.0μg","—","Tr","Tr","—","1.0mg","5mg","3mg","28mg","47.0mg","1mg","0.1mg","0.02mg","0.10μg","0.04mg","0.02mg","0.7μg","—","—","—","—"
"1379","103","AD钙奶","","","100%","86.0g","232kJ","1.1g","0.1g","—","0.5g","12.3g","","28.0μg","139.0μg","—","0.03mg","0.09mg","0.05mg","Tr","121mg","36mg","—","—","3mg","0.3mg","0.16mg","—","0.01mg","0.02mg","—","—","—","—","—"
"1380","103","健康快车奶饮料","","","100%","90.9g","158kJ","1.1g","0.6g","2mg","0.5g","6.9g","","—","128.0μg","0.00mg","0.01mg","0.01mg","Tr","—","68mg","82mg","129mg","207.0mg","2mg","0.2mg","0.13mg","0.20μg","0.01mg","0.01mg","0.4μg","100.0%","Tr","Tr","100.0%"
"1381","103","酸乳饮料(发酵)","","","100%","86.6g","229kJ","0.7g","0.3g","—","0.3g","12.1g","","—","Tr","0.00mg","0.01mg","0.01mg","0.02mg","—","24mg","28mg","33mg","49.1mg","2mg","0.1mg","0.04mg","0.20μg","Tr","Tr","2.4μg","—","—","—","—"
"1382","104","核桃乳(儿童型)","","","100%","91.6g","183kJ","0.8g","2.1g","—","0.1g","5.4g","","—","0.0μg","—","0.02mg","0.02mg","—","—","3mg","27mg","15mg","13.9mg","6mg","0.1mg","0.10mg","3.70μg","0.05mg","0.07mg","—","—","—","—","—"
"1383","104","核桃乳(女性型)","","","100%","90.0g","222kJ","0.9g","2.7g","—","0.1g","6.3g","","—","0.0μg","—","0.01mg","0.02mg","—","—","2mg","31mg","17mg","17.3mg","6mg","0.1mg","—","1.50μg","0.06mg","0.09mg","—","—","—","—","—"
"1384","104","核桃乳(中老年型)","","","100%","90.6g","216kJ","0.9g","2.9g","—","0.1g","5.5g","","—","0.0μg","—","0.02mg","0.01mg","—","—","2mg","33mg","16mg","16.2mg","7mg","0.1mg","0.12mg","1.60μg","0.06mg","0.10mg","—","—","—","—","—"
"1385","104","核桃乳(佐餐调和型)","","","100%","90.8g","213kJ","0.8g","2.9g","—","0.1g","5.4g","","—","0.0μg","—","0.01mg","0.01mg","—","—","1mg","27mg","14mg","15.4mg","6mg","0.1mg","0.10mg","1.40μg","0.05mg","0.09mg","—","—","—","—","—"
"1386","104","杏仁露","","","100%","90.3g","205kJ","0.7g","2.1g","—","0.1g","6.8g","","—","0.0μg","—","0.00mg","—","0.02mg","Tr","20mg","14mg","3mg","62.3mg","8mg","0.2mg","0.14mg","—","0.02mg","0.03mg","5.3μg","—","—","—","—"
"1387","106","可可粉","","","100%","7.5g","1593kJ","20.9g","8.4g","","8.7g","54.5g","","","22.0μg","—","0.05mg","0.16mg","1.40mg","","74mg","623mg","360mg","23.0mg","5mg","1.0mg","1.12mg","4.00μg","1.45mg","0.15mg","","57.4%","38.2%","4.4%","100.0%"
"1388","106","麦乳精","","","100%","2.0g","1812kJ","8.5g","9.7g","","2.8g","77.0g","","","113.0μg","—","0.05mg","0.30mg","0.70mg","","145mg","218mg","355mg","177.8mg","70mg","4.1mg","1.56mg","3.30μg","0.26mg","0.26mg","","—","—","—","—"
"1389","106","高乐高营养饮品","","","100%","1.2g","1690kJ","5.8g","2.4g","1mg","2.2g","88.4g","","—","1146.0μg","—","1.12mg","1.28mg","37.07mg","—","274mg","393mg","820mg","93.2mg","132mg","10.3mg","1.54mg","3.50μg","0.82mg","0.89mg","4.0μg","100.0%","Tr","Tr","100.0%"
"1390","106","果珍","","","100%","0.2g","1727kJ","0.1g","2.2g","—","0.8g","96.7g","","—","0.0μg","0.00mg","0.03mg","0.01mg","Tr","285.0mg","147mg","84mg","3mg","196.4mg","4mg","0.2mg","0.38mg","0.20μg","0.01mg","0.07mg","7.2μg","37.6%","44.3%","17.8%","99.7%"
"1391","106","柠檬茶","","","100%","0.2g","1724kJ","0.2g","1.7g","—","0.4g","97.5g","Tr","Tr","0.0μg","0.00mg","0.04mg","0.03mg","0.20mg","393.0mg","69mg","42mg","166mg","1.9mg","8mg","0.1mg","0.39mg","0.30μg","0.01mg","2.00mg","4.8μg","33.0%","29.6%","37.3%","99.9%"
"1392","107","冰棍","","","100%","88.3g","200kJ","0.8g","0.2g","","0.2g","10.5g","","","","—","0.01mg","0.01mg","0.20mg","","31mg","13mg","","20.4mg","","0.9mg","","0.20μg","0.02mg","0.10mg","","—","—","—","—"
"1393","107","冰淇淋","","","100%","74.4g","531kJ","2.4g","5.3g","","0.6g","17.3g","","","48.0μg","—","0.01mg","0.03mg","0.20mg","","126mg","67mg","125mg","54.2mg","12mg","0.5mg","0.37mg","1.70μg","0.02mg","0.05mg","","—","—","—","—"
"1394","107","冰淇淋(草莓味)","","","100%","64.8g","641kJ","2.7g","3.2g","—","0.8g","28.5g","0.90g","—","19.0μg","—","0.11mg","0.20mg","0.04mg","—","86mg","64mg","71mg","31.0mg","11mg","0.1mg","0.17mg","1.30μg","0.22mg","0.00mg","6.2μg","63.6%","32.8%","3.5%","99.9%"
"1395","107","冰淇淋(苦咖啡味)","","","100%","60.6g","858kJ","2.9g","10.1g","—","0.8g","25.6g","Tr","—","—","—","0.04mg","0.09mg","0.13mg","0.0mg","78mg","42mg","111mg","56.3mg","7mg","0.3mg","0.27mg","—","0.33mg","0.00mg","—","90.9%","6.8%","2.2%","99.9%"
"1396","107","冰淇淋(加奶油)","","","100%","62.4g","882kJ","3.5g","12.8g","—","0.8g","20.5g","Tr","—","—","—","0.13mg","0.18mg","0.09mg","0.0mg","110mg","86mg","96mg","41.1mg","10mg","0.1mg","0.33mg","0.90μg","0.12mg","0.00mg","3.1μg","62.6%","33.8%","Tr","96.8%"
"1397","107","冰淇淋(草莓圣代)","","","100%","66.1g","616kJ","2.9g","2.6g","10mg","0.7g","27.7g","","—","47.0μg","0.00mg","0.05mg","0.14mg","Tr","—","109mg","76mg","149mg","45.2mg","7mg","0.1mg","0.23mg","—","0.04mg","0.04mg","—","—","—","—","—"
"1398","107","冰淇淋(巧克力圣代)","","","100%","61.7g","732kJ","3.6g","4.8g","15mg","0.9g","29.0g","","—","Tr","—","0.05mg","0.15mg","Tr","0.0mg","139mg","94mg","184mg","65.1mg","13mg","0.4mg","0.43mg","—","0.02mg","0.07mg","—","—","—","—","—"
"1399","107","冰淇淋(脆皮甜筒)","","","100%","66.2g","669kJ","3.5g","5.5g","16mg","0.9g","23.9g","","—","63.0μg","—","0.04mg","0.11mg","Tr","0.0mg","165mg","96mg","217mg","68.8mg","17mg","0.7mg","0.48mg","—","0.07mg","0.19mg","—","—","—","—","—"
"1400","107","冰淇淋(花心筒)","","","100%","45.0g","1173kJ","4.2g","13.1g","—","1.0g","36.7g","0.80g","—","8.0μg","—","0.06mg","0.16mg","0.44mg","—","91mg","65mg","170mg","61.2mg","10mg","0.1mg","0.37mg","—","0.09mg","0.00mg","8.3μg","60.5%","30.1%","9.3%","99.9%"
"1401","107","冰淇淋(金白合)","","","100%","60.7g","854kJ","3.3g","10.5g","—","1.0g","24.5g","0.80g","—","Tr","—","0.12mg","0.19mg","0.10mg","0.0mg","98mg","90mg","93mg","66.3mg","7mg","0.1mg","0.32mg","2.60μg","0.03mg","0.00mg","—","91.1%","6.6%","2.2%","99.9%"
"1402","107","雪糕(百乐宝)","商品名：百乐宝小牛奶。","","100%","70.1g","619kJ","2.8g","6.2g","—","0.8g","20.1g","Tr","—","33.0μg","0.10mg","0.05mg","0.19mg","0.07mg","0.0mg","61mg","54mg","63mg","50.1mg","—","0.1mg","0.11mg","1.70μg","0.14mg","0.00mg","—","85.0%","13.6%","1.4%","100.0%"
"1403","107","雪糕(红豆缘)","","","100%","50.7g","909kJ","2.7g","4.8g","—","0.6g","41.2g","1.70g","—","—","—","0.03mg","0.07mg","Tr","—","—","47mg","77mg","44.6mg","—","0.5mg","0.10mg","—","0.27mg","0.00mg","—","84.1%","15.9%","Tr","100.0%"
"1404","107","棒冰(可乐冰)","","","100%","82.9g","311kJ","Tr","1.0g","—","0.0g","16.1g","0.00g","—","0.0μg","0.00mg","Tr","Tr","Tr","0.0mg","—","—","—","—","—","0.0mg","0.00mg","—","0.31mg","0.02mg","0.1μg","49.0%","41.6%","9.3%","99.9%"
"1405","107","棒冰(七彩旋)","","","100%","77.6g","403kJ","Tr","1.1g","—","0.0g","21.3g","0.00g","—","0.0μg","0.00mg","Tr","0.01mg","Tr","0.0mg","—","—","32mg","16.8mg","—","0.0mg","0.00mg","—","0.28mg","0.01mg","0.7μg","44.1%","8.4%","38.8%","91.4%"
"1406","109","啤酒(均值)","","","100%","95.1g","80kJ","0.4g","","","0.2g","4.3g","","","","—","0.15mg","0.04mg","1.10mg","","13mg","12mg","47mg","11.4mg","6mg","0.4mg","0.30mg","0.60μg","0.03mg","0.01mg","","—","—","—","—"
"1407","109","啤酒(4.3％，青岛牌)","","","100%","92.9g","117kJ","0.4g","0.0g","—","0.2g","6.5g","0.00g","—","0.0μg","0.00mg","0.00mg","0.02mg","0.50mg","0.0mg","7mg","6mg","25mg","0.4mg","1mg","0.1mg","0.19mg","0.80μg","0.13mg","0.27mg","—","—","—","—","—"
"1408","109","啤酒(4％，燕京牌)","","","100%","95.6g","73kJ","0.3g","0.0g","—","0.1g","4.0g","0.00g","—","0.0μg","0.00mg","Tr","0.02mg","—","0.0mg","2mg","14mg","16mg","3.4mg","6mg","0.0mg","0.02mg","—","Tr","0.13mg","—","—","—","—","—"
"1409","109","啤酒(5.1％，生力牌)","","","100%","92.4g","126kJ","0.4g","0.0g","—","0.2g","7.0g","0.00g","—","0.0μg","0.00mg","0.00mg","0.02mg","0.49mg","0.0mg","6mg","35mg","44mg","2.3mg","15mg","0.0mg","0.01mg","0.30μg","Tr","0.02mg","—","—","—","—","—"
"1410","109","葡萄酒(均值)","","","100%","89.6g","175kJ","0.1g","","","0.1g","10.2g","","","","—","0.02mg","0.03mg","","","21mg","3mg","33mg","1.6mg","5mg","0.6mg","0.08mg","0.10μg","0.05mg","0.04mg","","—","—","—","—"
"1411","109","白葡萄酒","","","100%","90.4g","161kJ","0.1g","","","0.1g","9.4g","","","","—","0.01mg","0.04mg","","","18mg","2mg","35mg","1.6mg","3mg","2.0mg","0.02mg","0.10μg","0.06mg","0.01mg","","—","—","—","—"
"1412","109","红葡萄酒","","","100%","89.3g","180kJ","0.1g","","","0.1g","10.5g","","","","—","0.04mg","0.01mg","","","20mg","4mg","27mg","1.7mg","8mg","0.2mg","0.08mg","0.10μg","0.02mg","0.04mg","","—","—","—","—"
"1413","109","葡萄酒(干白，11％，长城牌)","","","100%","89.6g","173kJ","0.1g","0.0g","—","0.2g","10.1g","0.00g","—","0.0μg","0.00mg","Tr","0.01mg","—","0.0mg","6mg","5mg","83mg","1.7mg","5mg","0.4mg","0.04mg","0.00μg","0.05mg","0.09mg","—","—","—","—","—"
"1414","109","葡萄酒(干白，12％，张裕牌)","","","100%","88.3g","196kJ","0.3g","0.0g","—","0.2g","11.2g","0.00g","—","0.0μg","0.00mg","Tr","Tr","0.12mg","0.0mg","6mg","11mg","49mg","2.8mg","6mg","0.4mg","0.08mg","—","Tr","0.11mg","—","—","—","—","—"
"1415","109","葡萄酒(半干白，11.5％，王朝牌)","","","100%","88.6g","190kJ","0.3g","0.0g","—","0.2g","10.9g","0.00g","—","0.0μg","0.00mg","Tr","Tr","0.14mg","0.0mg","5mg","13mg","21mg","11.4mg","7mg","0.3mg","0.09mg","—","0.00mg","0.06mg","—","—","—","—","—"
"1416","109","葡萄酒(干红，11.5％，长城牌)","","","100%","88.7g","187kJ","0.2g","0.0g","—","0.3g","10.8g","0.00g","—","0.0μg","0.00mg","Tr","0.01mg","—","0.0mg","9mg","14mg","122mg","3.3mg","8mg","0.6mg","0.03mg","0.00μg","0.02mg","0.17mg","—","—","—","—","—"
"1417","109","葡萄酒(干红，11.5％，王朝牌)","","","100%","88.5g","192kJ","0.3g","0.0g","—","0.2g","11.0g","0.00g","—","0.0μg","0.00mg","Tr","0.02mg","0.11mg","0.0mg","5mg","8mg","72mg","2.1mg","8mg","0.5mg","0.06mg","—","0.01mg","0.17mg","—","—","—","—","—"
"1418","109","葡萄酒(干红，12％，张裕牌)","","","100%","88.2g","195kJ","0.3g","0.0g","—","0.3g","11.2g","0.00g","—","0.0μg","0.00mg","Tr","0.02mg","0.12mg","0.0mg","6mg","8mg","89mg","8.3mg","7mg","0.5mg","0.07mg","—","Tr","0.13mg","—","—","—","—","—"
"1419","109","黑加仑酒(8％)","","","100%","92.1g","137kJ","Tr","0.2g","—","0.1g","7.6g","0.00g","—","0.0μg","0.00mg","Tr","0.01mg","0.05mg","0.0mg","8mg","2mg","36mg","2.6mg","2mg","0.5mg","0.45mg","0.30μg","Tr","0.08mg","—","—","—","—","—"
"1420","109","雪利酒","","","100%","78.8g","360kJ","0.1g","0.0g","0mg","—","21.1g","0.00g","Tr","—","—","Tr","0.01mg","0.10mg","0.0mg","8mg","24mg","55mg","27.0mg","5mg","0.4mg","Tr","Tr","0.04mg","0.01mg","—","—","—","—","—"
"1421","109","黄酒","","","100%","89.5g","173kJ","1.6g","","","0.3g","8.6g","","","","—","0.02mg","0.05mg","0.50mg","","41mg","21mg","26mg","5.2mg","15mg","0.6mg","0.52mg","0.70μg","0.07mg","0.27mg","","—","—","—","—"
"1422","109","加饭黄酒","","","100%","94.0g","102kJ","1.6g","","","","4.4g","","","","—","0.01mg","0.10mg","","","12mg","29mg","2mg","1.5mg","30mg","0.1mg","0.33mg","1.20μg","0.03mg","0.03mg","","—","—","—","—"
"1423","109","江米酒","","","100%","86.2g","233kJ","1.6g","","","0.1g","12.1g","","","","—","0.03mg","0.01mg","","","16mg","9mg","","1.0mg","6mg","0.1mg","0.70mg","0.30μg","0.01mg","0.32mg","","—","—","—","—"
"1424","109","绍兴黄酒(15度)","","","100%","87.7g","206kJ","","","","0.2g","12.1g","","","","—","","0.04mg","","","15mg","30mg","69mg","4.2mg","","1.3mg","0.39mg","0.30μg","","0.50mg","","—","—","—","—"
"1425","109","花雕酒(16.5％)","","","100%","78.8g","355kJ","1.0g","0.0g","—","0.3g","19.9g","0.00g","—","0.0μg","0.00mg","Tr","Tr","—","0.0mg","58mg","31mg","62mg","20.8mg","20mg","0.3mg","0.26mg","—","0.05mg","0.28mg","—","—","—","—","—"
"1426","110","二锅头(58度)","","","100%","49.7g","852kJ","","","","0.2g","50.1g","","","","—","0.05mg","","","","1mg","","","0.5mg","1mg","0.1mg","0.04mg","","0.02mg","","","—","—","—","—"
"1427","110","曲酒(55度)","","","100%","52.8g","802kJ","","","","","47.2g","","","","—","","","","","","","","","","","","","","","","—","—","—","—"
"1428","110","董酒(浓香型，46％)","","","100%","61.2g","660kJ","Tr","0.0g","—","Tr","38.8g","0.00g","0.0μg","0.0μg","0.00mg","Tr","0.02mg","Tr","0.0mg","0mg","—","0mg","0.6mg","Tr","—","0.03mg","—","Tr","Tr","—","—","—","—","—"
"1429","110","二锅头(56%)","","","100%","51.8g","819kJ","Tr","0.0g","—","Tr","48.2g","0.00g","0.0μg","0.0μg","0.00mg","Tr","Tr","Tr","0.0mg","Tr","Tr","0mg","0.4mg","0mg","0.0mg","0.03mg","—","0.01mg","Tr","—","—","—","—","—"
"1430","110","汾酒(清香型，53％)","","","100%","54.7g","770kJ","Tr","0.0g","—","Tr","45.3g","0.00g","0.0μg","0.0μg","0.00mg","Tr","0.01mg","Tr","0.0mg","0mg","—","0mg","1.7mg","Tr","0.0mg","Tr","—","Tr","Tr","—","—","—","—","—"
